9.894000	9.894000	B
9.985000	9.985000	B
12.269000	12.269000	B
12.291000	12.291000	B
14.541000	14.541000	B
14.583000	14.583000	B
14.597000	14.597000	B
14.689000	14.689000	B
14.708000	14.708000	B
14.766000	14.766000	B
14.781000	14.781000	B
14.799000	14.799000	B
14.840000	14.840000	B
14.859000	14.859000	B
14.878000	14.878000	B
16.341000	16.341000	B
16.381000	16.381000	B
16.398000	16.398000	B
16.415000	16.415000	B
16.472000	16.472000	B
16.511000	16.511000	B
16.528000	16.528000	B
16.583000	16.583000	B
16.601000	16.601000	B
16.795000	16.795000	B
16.809000	16.809000	B
16.854000	16.854000	B
17.015000	17.015000	B
17.055000	17.055000	B
17.067000	17.067000	B
17.089000	17.089000	B
17.186000	17.186000	B
17.201000	17.201000	B
17.218000	17.218000	B
17.238000	17.238000	B
19.341000	19.341000	B
19.399000	19.399000	B
19.490000	19.490000	B
19.582000	19.582000	B
19.599000	19.599000	B
21.816000	21.816000	B
21.867000	21.867000	B
21.888000	21.888000	B
22.005000	22.005000	B
24.142000	24.142000	B
24.182000	24.182000	B
24.196000	24.196000	B
24.290000	24.290000	B
24.309000	24.309000	B
24.383000	24.383000	B
24.400000	24.400000	B
25.945000	25.945000	B
26.203000	26.203000	B
26.411000	26.411000	B
26.458000	26.458000	B
26.470000	26.470000	B
26.489000	26.489000	B
26.616000	26.616000	B
26.656000	26.656000	B
26.667000	26.667000	B
26.690000	26.690000	B
26.801000	26.801000	B
26.953000	26.953000	B
26.970000	26.970000	B
29.036000	29.036000	B
29.054000	29.054000	B
29.110000	29.110000	B
29.124000	29.124000	B
29.199000	29.199000	B
29.216000	29.216000	B
30.742000	30.742000	B
30.907000	30.907000	B
31.256000	31.256000	B
31.269000	31.269000	B
31.454000	31.454000	B
31.491000	31.491000	B
31.507000	31.507000	B
31.565000	31.565000	B
31.582000	31.582000	B
31.622000	31.622000	B
31.640000	31.640000	B
31.897000	31.897000	B
33.717000	33.717000	B
33.738000	33.738000	B
34.020000	34.020000	B
35.477000	35.477000	B
35.514000	35.514000	B
35.536000	35.536000	B
36.093000	36.093000	B
36.253000	36.253000	B
36.308000	36.308000	B
36.401000	36.401000	B
36.417000	36.417000	B
36.434000	36.434000	B
38.544000	38.544000	B
38.556000	38.556000	B
38.634000	38.634000	B
38.649000	38.649000	B
38.710000	38.710000	B
38.725000	38.725000	B
38.799000	38.799000	B
38.816000	38.816000	B
40.506000	40.506000	B
40.855000	40.855000	B
41.053000	41.053000	B
41.090000	41.090000	B
41.105000	41.105000	B
41.163000	41.163000	B
41.181000	41.181000	B
41.200000	41.200000	B
41.221000	41.221000	B
41.237000	41.237000	B
43.319000	43.319000	B
43.337000	43.337000	B
43.508000	43.508000	B
43.601000	43.601000	B
43.618000	43.618000	B
45.077000	45.077000	B
45.117000	45.117000	B
45.137000	45.137000	B
45.853000	45.853000	B
45.897000	45.897000	B
45.905000	45.905000	B
45.982000	45.982000	B
45.997000	45.997000	B
46.016000	46.016000	B
46.035000	46.035000	B
48.384000	48.384000	B
48.397000	48.397000	B
48.414000	48.414000	B
49.941000	49.941000	B
50.107000	50.107000	B
50.201000	50.201000	B
50.221000	50.221000	B
50.453000	50.453000	B
50.600000	50.600000	B
50.653000	50.653000	B
50.690000	50.690000	B
50.708000	50.708000	B
50.764000	50.764000	B
50.782000	50.782000	B
50.821000	50.821000	B
50.838000	50.838000	B
52.877000	52.877000	B
52.894000	52.894000	B
52.916000	52.916000	B
52.936000	52.936000	B
53.001000	53.001000	B
53.093000	53.093000	B
53.107000	53.107000	B
53.201000	53.201000	B
53.217000	53.217000	B
54.677000	54.677000	B
54.715000	54.715000	B
54.805000	54.805000	B
55.004000	55.004000	B
55.454000	55.454000	B
55.507000	55.507000	B
55.619000	55.619000	B
55.636000	55.636000	B
57.396000	57.396000	B
57.999000	57.999000	B
59.799000	59.799000	B
60.678000	60.678000	B
60.695000	60.695000	B
64.278000	64.278000	B
66.982000	66.982000	B
66.996000	66.996000	B
67.452000	67.452000	B
67.509000	67.509000	B
67.523000	67.523000	B
67.584000	67.584000	B
67.597000	67.597000	B
67.615000	67.615000	B
69.142000	69.142000	B
69.306000	69.306000	B
69.399000	69.399000	B
69.419000	69.419000	B
69.655000	69.655000	B
69.800000	69.800000	B
69.853000	69.853000	B
69.891000	69.891000	B
69.965000	69.965000	B
69.983000	69.983000	B
70.022000	70.022000	B
70.039000	70.039000	B
72.077000	72.077000	B
72.094000	72.094000	B
72.113000	72.113000	B
72.135000	72.135000	B
72.304000	72.304000	B
72.402000	72.402000	B
72.418000	72.418000	B
72.437000	72.437000	B
73.878000	73.878000	B
73.894000	73.894000	B
73.915000	73.915000	B
73.936000	73.936000	B
74.472000	74.472000	B
74.490000	74.490000	B
74.653000	74.653000	B
74.707000	74.707000	B
74.724000	74.724000	B
74.799000	74.799000	B
74.816000	74.816000	B
78.997000	78.997000	B
79.878000	79.878000	B
79.894000	79.894000	B
81.698000	81.698000	B
83.479000	83.479000	B
83.495000	83.495000	B
86.557000	86.557000	B
86.619000	86.619000	B
86.650000	86.650000	B
86.783000	86.783000	B
86.799000	86.799000	B
86.843000	86.843000	B
88.321000	88.321000	B
88.344000	88.344000	B
88.378000	88.378000	B
88.470000	88.470000	B
88.511000	88.511000	B
88.566000	88.566000	B
88.579000	88.579000	B
88.598000	88.598000	B
88.854000	88.854000	B
88.867000	88.867000	B
88.959000	88.959000	B
89.069000	89.069000	B
89.088000	89.088000	B
89.221000	89.221000	B
89.238000	89.238000	B
89.258000	89.258000	B
90.693000	90.693000	B
91.340000	91.340000	B
91.380000	91.380000	B
91.414000	91.414000	B
91.447000	91.447000	B
91.513000	91.513000	B
91.582000	91.582000	B
91.640000	91.640000	B
93.177000	93.177000	B
93.270000	93.270000	B
93.311000	93.311000	B
93.365000	93.365000	B
93.379000	93.379000	B
93.653000	93.653000	B
93.774000	93.774000	B
93.859000	93.859000	B
93.868000	93.868000	B
93.888000	93.888000	B
94.022000	94.022000	B
94.057000	94.057000	B
94.074000	94.074000	B
94.264000	94.264000	B
94.917000	94.917000	B
94.943000	94.943000	B
94.979000	94.979000	B
95.243000	95.243000	B
95.620000	95.620000	B
