14.266000	14.266000	B
37.208000	37.208000	B
38.973000	38.973000	B
39.858000	39.858000	B
42.526000	42.526000	B
42.569000	42.569000	B
42.653000	42.653000	B
44.301000	44.301000	B
44.316000	44.316000	B
44.407000	44.407000	B
44.417000	44.417000	B
47.818000	47.818000	B
47.948000	47.948000	B
49.583000	49.583000	B
49.618000	49.618000	B
49.628000	49.628000	B
49.703000	49.703000	B
49.710000	49.710000	B
51.359000	51.359000	B
51.374000	51.374000	B
51.465000	51.465000	B
51.475000	51.475000	B
53.851000	53.851000	B
53.870000	53.870000	B
53.941000	53.941000	B
54.313000	54.313000	B
54.442000	54.442000	B
54.658000	54.658000	B
54.670000	54.670000	B
54.686000	54.686000	B
54.701000	54.701000	B
54.721000	54.721000	B
54.877000	54.877000	B
55.008000	55.008000	B
55.317000	55.317000	B
55.448000	55.448000	B
55.748000	55.748000	B
55.825000	55.825000	B
56.230000	56.230000	B
56.267000	56.267000	B
56.376000	56.376000	B
56.414000	56.414000	B
56.524000	56.524000	B
56.561000	56.561000	B
56.687000	56.687000	B
56.708000	56.708000	B
58.420000	58.420000	B
58.435000	58.435000	B
58.469000	58.469000	B
58.525000	58.525000	B
58.535000	58.535000	B
58.553000	58.553000	B
61.937000	61.937000	B
62.065000	62.065000	B
63.700000	63.700000	B
63.747000	63.747000	B
63.765000	63.765000	B
63.828000	63.828000	B
65.478000	65.478000	B
65.492000	65.492000	B
65.528000	65.528000	B
65.584000	65.584000	B
65.595000	65.595000	B
67.969000	67.969000	B
67.988000	67.988000	B
68.060000	68.060000	B
68.433000	68.433000	B
68.560000	68.560000	B
68.623000	68.623000	B
68.642000	68.642000	B
68.663000	68.663000	B
68.676000	68.676000	B
68.693000	68.693000	B
68.730000	68.730000	B
68.995000	68.995000	B
69.126000	69.126000	B
69.436000	69.436000	B
69.555000	69.555000	B
69.565000	69.565000	B
70.318000	70.318000	B
70.345000	70.345000	B
70.434000	70.434000	B
70.750000	70.750000	B
70.773000	70.773000	B
70.788000	70.788000	B
70.823000	70.823000	B
74.266000	74.266000	B
79.561000	79.561000	B
81.325000	81.325000	B
82.210000	82.210000	B
84.877000	84.877000	B
84.911000	84.911000	B
84.921000	84.921000	B
85.006000	85.006000	B
86.653000	86.653000	B
86.668000	86.668000	B
86.772000	86.772000	B
90.171000	90.171000	B
90.301000	90.301000	B
91.935000	91.935000	B
91.969000	91.969000	B
92.063000	92.063000	B
93.716000	93.716000	B
93.728000	93.728000	B
93.765000	93.765000	B
93.831000	93.831000	B
96.204000	96.204000	B
96.223000	96.223000	B
96.295000	96.295000	B
96.666000	96.666000	B
96.794000	96.794000	B
97.012000	97.012000	B
97.023000	97.023000	B
97.039000	97.039000	B
97.054000	97.054000	B
97.074000	97.074000	B
97.230000	97.230000	B
97.349000	97.349000	B
97.359000	97.359000	B
97.671000	97.671000	B
97.791000	97.791000	B
97.800000	97.800000	B
98.101000	98.101000	B
98.179000	98.179000	B
98.582000	98.582000	B
98.620000	98.620000	B
98.730000	98.730000	B
98.767000	98.767000	B
98.876000	98.876000	B
98.914000	98.914000	B
99.041000	99.041000	B
100.773000	100.773000	B
100.787000	100.787000	B
100.822000	100.822000	B
100.889000	100.889000	B
104.290000	104.290000	B
104.419000	104.419000	B
106.052000	106.052000	B
106.087000	106.087000	B
106.098000	106.098000	B
106.182000	106.182000	B
107.847000	107.847000	B
107.863000	107.863000	B
107.880000	107.880000	B
107.936000	107.936000	B
107.947000	107.947000	B
110.323000	110.323000	B
110.341000	110.341000	B
110.412000	110.412000	B
110.442000	110.442000	B
110.785000	110.785000	B
110.912000	110.912000	B
110.977000	110.977000	B
110.995000	110.995000	B
111.015000	111.015000	B
111.045000	111.045000	B
111.082000	111.082000	B
